week_start;word;n;tf;idf;tf_idf
2019-06-24;herbarium;4;0,000437110698284341;2,63905732961526;0,00115356019216053
2019-06-24;sensors;4;0,000437110698284341;2,63905732961526;0,00115356019216053
2019-07-01;hove;23;0,00203090507726269;2,63905732961526;0,00535967492990295
2019-07-01;ev;22;0,00194260485651214;2,63905732961526;0,00512664558512456
2019-07-01;evs;14;0,00123620309050773;2,63905732961526;0,00326241082689745
2019-07-01;vehicle;52;0,0045916114790287;0,693147180559945;0,00318266255091542
2019-07-01;vehicles;103;0,00909492273730684;0,336472236621213;0,00306018899531876
2019-07-01;fuelled;17;0,00150110375275938;1,94591014905531;0,0029210130272795
2019-07-01;charging;64;0,00565121412803532;0,441832752279039;0,00249689149190804
2019-07-01;alternatively;17;0,00150110375275938;1,54044504094715;0,00231236783188534
2019-07-01;petrol;32;0,00282560706401766;0,693147180559945;0,00195856156979411
2019-07-01;vans;14;0,00123620309050773;1,54044504094715;0,00190430292037617
2019-07-01;electric;87;0,00768211920529801;0,241162056816888;0,00185263566826219
2019-07-01;dfid;35;0,00309050772626932;0,559615787935423;0,00172949691635671
2019-07-01;plug;12;0,00105960264900662;1,54044504094715;0,00163225964603671
2019-07-01;cars;53;0,00467991169977925;0,336472236621213;0,00157466035681451
2019-07-01;sales;25;0,0022075055187638;0,693147180559945;0,00153012622640165
2019-07-08;devolution;19;0,00277169948942378;1,02961941718116;0,00285379561290182
2019-07-08;cream;5;0,000729394602479942;2,63905732961526;0,0019249141718565
2019-07-08;mackintosh;4;0,000583515681983953;2,63905732961526;0,0015399313374852
2019-07-08;stirling;7;0,00102115244347192;1,25276296849537;0,00127926196637018
2019-07-08;attenborough;8;0,00116703136396791;1,02961941718116;0,00120159815280077
2019-07-08;legislature;3;0,000437636761487965;2,63905732961526;0,0011549485031139
2019-07-08;listings;3;0,000437636761487965;2,63905732961526;0,0011549485031139
2019-07-08;senedd;3;0,000437636761487965;2,63905732961526;0,0011549485031139
2019-07-08;billionaires;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;carmarthenshire;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;collaboratively;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;colombia;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;columns;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;conserving;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;enfield;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;fortune;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;friction;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;greta’s;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;mackie’s;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;morning’s;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;purity;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;root;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;scandinavian;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;smoking;2;0,000291757840991977;2,63905732961526;0,000769965668742599
